Valor_Condominio,Metragem,N_Quartos,N_banheiros,N_Suites,N_Vagas
950.0,80.0,3,2,1,2
550.0,33.0,1,2,1,1
250.0,80.0,2,1,0,0
0.0,77.0,2,2,1,2
560.0,60.0,3,1,0,1
1500.0,250.0,4,5,3,2
1345.0,163.0,3,4,3,3
1700.0,324.0,3,4,3,0
200.0,45.0,2,2,1,1
560.0,40.0,1,1,0,1
600.0,90.0,3,2,1,1
540.0,67.0,2,1,0,1
600.0,60.0,2,1,0,1
500.0,78.0,2,2,1,1
236.0,43.0,1,2,1,1
500.0,55.0,1,1,0,1
600.0,61.0,3,2,1,1
400.0,61.0,2,2,1,1
900.0,143.0,3,4,3,2
420.0,48.0,2,1,0,1
200.0,47.0,1,2,1,1
1200.0,117.0,2,4,2,2
1837.0,200.0,3,2,1,1
895.0,68.0,3,2,0,2
100.0,35.0,2,2,1,1
1200.0,53.0,1,1,0,2
1800.0,162.0,4,5,3,3
458.0,82.0,3,2,1,1
210.0,48.0,2,2,1,1
1150.0,33.0,1,2,1,1
980.0,112.0,2,2,1,3
485.0,48.0,1,1,0,1
780.0,80.0,2,1,0,2
890.0,66.0,2,2,1,2
330.0,56.0,2,2,1,1
0.0,65.0,1,1,0,1
402.0,66.0,3,2,1,1
2000.0,200.0,3,4,3,3
0.0,80.0,3,2,1,1
691.0,80.0,3,2,1,1
772.0,96.0,3,2,1,2
1100.0,130.0,4,5,4,3
500.0,58.0,2,1,0,1
0.0,52.0,2,2,1,1
480.0,55.0,2,1,0,1
455.0,48.0,1,1,0,1
80.0,35.0,2,1,0,1
1600.0,141.0,3,2,1,2
230.0,50.0,2,2,1,1
538.0,69.0,2,2,1,1
545.0,43.0,1,1,0,1
402.0,65.0,2,2,1,1
300.0,32.0,1,2,1,1
2700.0,291.0,4,2,1,2
527.0,50.0,1,1,0,1
1500.0,238.0,4,4,2,3
1800.0,150.0,3,4,2,3
1018.0,56.0,1,1,0,1
473.0,49.0,2,1,0,1
590.0,60.0,1,1,0,1
246.0,56.0,2,2,1,1
830.0,127.0,3,4,3,2
1500.0,148.0,3,4,3,3
240.0,60.0,2,2,1,1
620.0,117.0,3,2,1,2
2820.0,270.0,3,4,3,2
640.0,60.0,2,1,0,1
400.0,70.0,3,2,1,1
3081.0,257.0,4,5,4,4
570.0,70.0,3,2,1,1
763.0,70.0,3,2,0,1
400.0,62.0,2,2,1,1
330.0,55.0,2,2,1,1
880.0,56.0,1,2,1,1
470.0,51.0,2,2,1,1
707.0,80.0,2,1,0,1
545.0,54.0,2,2,1,1
368.0,46.0,2,2,1,1
1900.0,62.0,1,2,1,2
750.0,65.0,2,2,1,1
640.0,75.0,3,1,0,0
300.0,47.0,2,1,0,1
1000.0,100.0,3,2,0,2
2400.0,166.0,3,4,3,4
990.0,79.0,3,2,1,2
382.0,64.0,3,2,1,1
0.0,44.0,2,1,0,1
946.0,62.0,2,1,0,2
491.0,50.0,2,2,1,1
1328.0,154.0,3,5,3,4
450.0,33.0,1,1,0,1
443.0,85.0,2,2,1,1
1000.0,80.0,3,2,1,1
530.0,68.0,2,2,1,1
580.0,60.0,2,1,0,2
714.0,88.0,2,2,1,1
1800.0,170.0,3,4,3,3
400.0,56.0,2,2,1,1
416.0,45.0,2,1,0,1
866.0,136.0,3,2,1,3
720.0,146.0,3,4,3,3
1172.0,120.0,1,1,0,1
572.0,60.0,2,2,1,1
480.0,70.0,2,2,1,1
1800.0,190.0,3,3,2,3
575.0,60.0,2,2,1,1
500.0,51.0,1,1,0,1
440.0,70.0,3,2,1,1
0.0,40.0,2,2,1,1
1200.0,156.0,4,4,2,1
290.0,69.0,3,1,0,1
590.0,52.0,2,2,1,1
150.0,70.0,2,2,1,1
200.0,80.0,2,2,0,1
392.0,50.0,2,2,1,1
550.0,69.0,3,2,1,1
293.0,70.0,2,2,1,1
520.0,58.0,2,1,0,1
466.0,60.0,2,2,1,1
279.0,56.0,2,2,1,1
270.0,50.0,2,2,1,1
748.0,75.0,3,2,1,1
350.0,46.0,2,1,0,1
460.0,50.0,2,2,1,1
988.0,93.0,2,1,0,1
430.0,65.0,3,2,1,1
720.0,78.0,3,1,0,1
452.0,50.0,2,2,1,1
390.0,49.0,2,2,1,1
770.0,72.0,1,2,1,1
7928.0,340.0,3,4,3,5
500.0,50.0,2,2,1,1
0.0,50.0,2,2,1,1
403.0,80.0,2,1,0,0
432.0,43.0,1,1,0,1
950.0,40.0,1,1,0,1
870.0,77.0,3,2,1,2
325.0,56.0,2,2,1,1
922.0,97.0,3,2,1,1
340.0,34.0,1,2,1,1
450.0,47.0,2,1,0,1
550.0,79.0,2,2,1,2
1014.0,70.0,3,2,1,1
2450.0,130.0,3,2,1,2
2000.0,232.0,3,5,3,2
300.0,47.0,2,2,1,1
1000.0,147.0,3,2,1,2
583.0,60.0,3,1,0,1
650.0,77.0,2,2,1,2
275.0,50.0,2,1,0,1
1521.0,113.0,3,2,1,3
2700.0,161.0,3,4,3,3
290.0,56.0,2,2,1,1
0.0,40.0,1,2,1,1
53.0,70.0,2,2,1,1
677.0,73.0,3,1,0,1
200.0,47.0,1,2,1,1
1165.0,111.0,2,4,2,2
800.0,65.0,2,2,1,1
400.0,45.0,3,1,0,1
0.0,38.0,1,2,1,1
640.0,89.0,3,3,1,1
1291.0,70.0,2,2,1,1
0.0,55.0,2,1,0,1
0.0,52.0,2,2,1,1
800.0,87.0,2,2,1,2
1050.0,70.0,3,1,0,2
0.0,70.0,3,2,1,1
1045.0,92.0,3,3,1,2
150.0,58.0,2,2,1,1
690.0,75.0,3,2,1,2
395.0,62.0,2,2,1,1
911.0,88.0,1,2,1,2
370.0,54.0,2,2,1,1
561.0,50.0,2,1,0,1
1383.0,61.0,1,2,1,2
494.0,92.0,3,2,1,1
150.0,49.0,2,2,1,1
990.0,52.0,1,2,1,1
800.0,100.0,3,4,1,2
2159.0,175.0,2,3,2,2
2100.0,180.0,4,2,1,3
670.0,105.0,3,2,1,1
1100.0,90.0,3,2,1,2
840.0,58.0,2,2,1,1
721.0,68.0,3,2,1,2
2990.0,196.0,4,3,1,3
564.0,78.0,3,1,0,1
530.0,52.0,2,2,1,1
1350.0,64.0,1,2,1,1
667.0,50.0,2,1,0,1
810.0,80.0,2,2,1,1
4400.0,315.0,2,3,2,6
480.0,62.0,3,2,1,1
1400.0,127.0,3,1,0,4
690.0,85.0,2,2,1,1
1350.0,55.0,2,1,0,1
300.0,48.0,1,1,0,1
596.0,68.0,2,1,0,1
613.0,63.0,2,1,0,1
585.0,78.0,2,2,1,1
600.0,52.0,2,2,1,1
430.0,50.0,1,2,1,1
550.0,77.0,3,1,0,1
350.0,45.0,2,1,0,1
377.0,53.0,2,1,0,1
2150.0,200.0,4,5,4,4
1200.0,119.0,3,3,1,2
2100.0,92.0,2,3,1,2
2800.0,330.0,4,5,4,4
0.0,40.0,1,1,0,0
1090.0,100.0,2,2,1,2
986.0,91.0,3,3,1,1
350.0,55.0,2,1,0,1
1450.0,125.0,3,4,3,3
657.0,70.0,2,2,1,1
0.0,48.0,2,2,1,1
574.0,79.0,2,2,1,2
837.0,93.0,3,3,1,2
150.0,58.0,2,1,0,1
550.0,79.0,3,2,1,2
732.0,74.0,3,2,1,1
400.0,46.0,1,2,1,1
300.0,62.0,2,1,0,1
2855.0,160.0,3,4,1,2
900.0,98.0,3,3,1,1
290.0,47.0,2,2,1,1
3400.0,219.0,3,4,3,4
1400.0,132.0,3,2,1,1
1030.0,126.0,3,4,3,2
250.0,44.0,1,1,0,1
1100.0,44.0,1,1,0,1
600.0,82.0,3,2,1,2
500.0,60.0,2,1,0,1
950.0,139.0,3,2,1,1
620.0,60.0,2,2,1,1
800.0,64.0,2,2,1,2
306.0,43.0,2,2,1,1
0.0,48.0,1,2,1,1
307.0,32.0,1,2,1,1
386.0,41.0,1,1,0,0
2500.0,163.0,3,4,3,3
986.0,82.0,3,2,1,1
5116.0,296.0,4,5,4,3
2263.0,250.0,4,5,4,4
0.0,62.0,1,2,1,2
857.0,113.0,3,2,1,2
435.0,65.0,2,1,0,1
1.0,55.0,1,2,1,1
480.0,64.0,1,1,0,0
477.0,44.0,1,1,0,1
486.0,81.0,2,2,1,1
388.0,55.0,2,2,1,1
1200.0,130.0,2,3,1,2
450.0,64.0,2,2,1,1
800.0,55.0,1,2,1,1
380.0,48.0,2,2,1,1
2800.0,250.0,3,2,1,2
380.0,54.0,2,1,0,1
0.0,60.0,2,2,1,1
0.0,40.0,1,2,1,1
400.0,65.0,2,2,1,1
0.0,64.0,3,2,1,1
1157.0,119.0,3,3,1,1
0.0,70.0,2,2,1,1
600.0,49.0,2,1,0,2
337.0,34.0,1,2,1,1
392.0,50.0,2,2,1,1
702.0,48.0,1,2,1,1
0.0,163.0,4,5,3,3
1800.0,173.0,3,4,3,3
710.0,64.0,2,1,0,1
139.0,35.0,1,1,0,0
208.0,34.0,1,2,1,0
500.0,80.0,2,2,1,1
436.0,67.0,3,2,1,1
1300.0,80.0,2,2,0,1
1900.0,155.0,4,4,3,3
835.0,132.0,3,2,1,1
400.0,49.0,1,2,1,1
204.0,55.0,3,2,1,1
493.0,90.0,2,2,1,1
384.0,92.0,2,1,0,1
1200.0,150.0,3,4,3,2
500.0,35.0,1,1,0,1
1554.0,153.0,4,2,1,2
500.0,46.0,1,2,1,1
835.0,74.0,2,2,1,2
450.0,68.0,1,2,1,1
0.0,48.0,2,2,1,1
1300.0,120.0,3,2,1,2
950.0,110.0,3,2,1,1
650.0,74.0,3,2,1,2
660.0,85.0,3,2,1,2
2500.0,180.0,3,4,3,4
900.0,130.0,3,2,1,2
707.0,67.0,2,1,0,1
402.0,65.0,2,2,1,1
2735.0,210.0,4,5,3,3
680.0,70.0,1,2,1,2
393.0,44.0,2,2,1,1
0.0,40.0,1,2,1,1
980.0,132.0,3,2,1,2
790.0,54.0,1,2,1,1
3500.0,390.0,4,5,4,1
2700.0,370.0,4,5,4,5
300.0,48.0,2,1,0,1
731.0,75.0,3,1,0,1
250.0,50.0,1,1,0,0
1758.0,142.0,4,2,1,3
608.0,45.0,1,1,0,0
501.0,41.0,1,1,0,1
732.0,76.0,2,2,1,2
1.0,72.0,3,1,0,1
0.0,47.0,2,2,1,1
550.0,70.0,2,2,1,1
450.0,49.0,2,2,1,1
629.0,48.0,1,2,1,1
1000.0,120.0,3,2,1,1
1500.0,32.0,1,2,1,1
590.0,51.0,2,2,1,1
415.0,62.0,2,2,1,1
2128.0,168.0,4,3,2,3
770.0,43.0,1,1,0,1
780.0,42.0,1,2,1,1
0.0,133.0,4,3,2,3
1100.0,136.0,3,2,1,3
600.0,55.0,2,2,1,1
700.0,72.0,3,2,1,2
450.0,47.0,2,2,1,1
365.0,72.0,3,2,1,1
527.0,50.0,1,1,0,1
398.0,50.0,2,1,0,1
2500.0,163.0,3,4,3,3
148.0,45.0,2,2,1,1
420.0,53.0,1,2,1,1
460.0,65.0,2,2,1,1
1076.0,115.0,3,3,1,2
550.0,62.0,2,1,0,0
570.0,73.0,3,2,1,2
870.0,120.0,2,1,0,1
380.0,53.0,2,1,0,1
300.0,52.0,2,2,1,1
360.0,80.0,2,1,0,0
340.0,55.0,2,2,1,1
750.0,36.0,1,2,1,1
645.0,60.0,2,1,0,2
550.0,50.0,1,1,0,1
710.0,95.0,1,2,1,1
550.0,69.0,2,2,1,1
1600.0,176.0,4,5,4,3
900.0,75.0,2,2,1,1
1550.0,178.0,4,2,1,2
2250.0,208.0,4,5,4,4
426.0,46.0,2,1,0,1
400.0,60.0,2,2,1,1
600.0,47.0,1,2,1,1
617.0,78.0,2,2,1,1
500.0,70.0,3,2,1,1
850.0,90.0,2,1,0,1
770.0,82.0,3,2,1,2
588.0,51.0,2,1,0,1
0.0,175.0,3,4,3,3
799.0,94.0,3,2,1,2
697.0,84.0,3,2,1,1
585.0,50.0,3,2,1,1
640.0,74.0,3,1,0,1
352.0,50.0,2,2,1,1
400.0,48.0,2,1,0,1
110.0,37.0,2,1,0,1
2000.0,160.0,4,2,1,3
650.0,50.0,2,2,1,1
250.0,40.0,1,2,1,1
589.0,41.0,1,1,0,1
660.0,75.0,3,2,1,2
400.0,60.0,2,2,1,1
440.0,52.0,1,2,1,1
620.0,49.0,1,2,1,1
420.0,50.0,2,1,0,1
1200.0,110.0,3,2,1,1
980.0,112.0,3,2,1,1
1033.0,120.0,3,4,3,3
692.0,78.0,2,2,1,2
662.0,136.0,2,2,1,3
875.0,137.0,3,2,1,1
600.0,88.0,3,2,1,2
800.0,69.0,2,2,1,1
590.0,52.0,2,1,0,1
485.0,55.0,2,1,0,1
680.0,70.0,2,2,1,1
308.0,51.0,2,1,0,1
677.0,83.0,3,2,1,2
293.0,70.0,2,1,0,0
1300.0,131.0,3,4,1,2
768.0,93.0,3,2,1,2
0.0,44.0,2,2,1,1
670.0,70.0,3,2,1,2
1560.0,186.0,3,4,3,3
200.0,56.0,2,2,1,1
600.0,60.0,2,2,1,1
180.0,35.0,1,2,1,1
986.0,80.0,2,1,0,1
1170.0,158.0,3,4,3,2
408.0,57.0,2,2,1,1
260.0,47.0,2,2,1,1
500.0,56.0,2,1,0,1
900.0,105.0,3,3,2,2
380.0,50.0,2,2,1,1
596.0,76.0,2,2,1,1
400.0,42.0,2,1,0,1
0.0,62.0,2,1,0,1
1000.0,85.0,3,2,1,2
4800.0,425.0,5,6,5,7
868.0,60.0,2,2,1,2
500.0,95.0,3,2,1,1
350.0,40.0,1,1,0,1
2320.0,165.0,3,4,3,3
1200.0,104.0,2,3,1,2
700.0,75.0,3,2,1,2
2569.0,232.0,4,1,2,3
540.0,49.0,1,1,0,1
1080.0,131.0,3,3,1,1
1415.0,120.0,3,3,1,2
1400.0,140.0,3,2,1,2
565.0,96.0,2,2,1,1
2500.0,205.0,4,6,4,4
0.0,440.0,4,3,2,0
500.0,72.0,2,2,1,1
480.0,70.0,2,2,1,1
0.0,117.0,3,2,1,1
1851.0,333.0,3,4,3,2
0.0,48.0,2,2,1,1
1100.0,156.0,3,4,3,2
1040.0,115.0,4,2,1,2
1500.0,175.0,3,4,3,3
290.0,55.0,2,2,1,1
710.0,75.0,2,2,1,1
0.0,65.0,2,2,1,1
140.0,57.0,2,1,0,1
500.0,52.0,2,1,0,1
970.0,86.0,3,2,1,1
1600.0,250.0,4,6,3,3
444.0,37.0,1,2,1,1
550.0,30.0,1,1,0,1
1447.0,113.0,3,4,1,2
0.0,45.0,2,1,0,1
1100.0,143.0,3,5,3,2
400.0,65.0,2,2,1,1
527.0,57.0,2,2,1,1
790.0,89.0,3,3,1,1
670.0,75.0,2,2,1,2
0.0,47.0,2,2,1,1
482.0,65.0,2,1,0,1
656.0,55.0,2,2,1,1
298.0,52.0,2,1,0,1
550.0,36.0,1,2,1,1
690.0,75.0,3,2,1,1
0.0,163.0,4,5,3,3
1700.0,128.0,3,5,3,2
0.0,35.0,1,2,1,1
340.0,35.0,1,2,1,1
598.0,33.0,1,1,0,1
0.0,64.0,2,2,1,2
2500.0,240.0,4,5,4,4
500.0,60.0,2,2,1,1
1658.0,165.0,3,3,2,3
700.0,105.0,3,4,3,2
1830.0,204.0,4,4,3,4
710.0,64.0,3,2,1,1
530.0,60.0,2,1,0,0
1550.0,155.0,2,3,2,2
890.0,64.0,2,2,1,2
560.0,60.0,2,2,1,1
780.0,60.0,2,2,1,1
1000.0,117.0,2,4,2,2
345.0,93.0,3,2,1,2
0.0,48.0,2,2,1,1
798.0,64.0,2,2,1,1
0.0,53.0,2,2,1,1
2900.0,242.0,3,5,3,3
224.0,65.0,2,1,0,1
550.0,50.0,1,2,1,1
1.0,50.0,2,2,1,1
275.0,44.0,1,1,0,0
1250.0,148.0,3,4,3,2
2600.0,198.0,3,2,1,2
0.0,52.0,2,1,0,0
224.0,90.0,3,1,0,0
650.0,77.0,2,2,1,2
450.0,53.0,2,2,1,1
0.0,40.0,1,1,0,1
0.0,76.0,2,2,1,1
600.0,35.0,1,2,1,1
500.0,60.0,2,2,1,2
2337.0,218.0,3,6,3,4
340.0,49.0,2,2,1,1
400.0,51.0,2,2,1,1
768.0,100.0,3,3,1,1
670.0,85.0,3,2,1,2
400.0,50.0,2,1,0,1
804.0,68.0,3,2,1,1
538.0,44.0,1,1,0,1
1250.0,189.0,4,6,3,2
530.0,56.0,1,2,1,1
488.0,43.0,1,2,1,1
750.0,48.0,1,1,0,1
0.0,56.0,1,2,1,1
750.0,104.0,3,2,1,2
450.0,55.0,2,1,0,1
500.0,69.0,2,2,1,1
520.0,50.0,2,2,1,1
350.0,52.0,1,1,0,0
700.0,80.0,3,1,0,2
850.0,63.0,2,1,0,1
475.0,68.0,3,2,1,1
1450.0,145.0,3,2,1,2
900.0,104.0,3,2,1,2
920.0,105.0,3,1,0,1
1520.0,95.0,3,2,1,2
700.0,92.0,3,2,1,1
1325.0,127.0,4,4,3,2
393.0,46.0,1,2,1,1
613.0,89.0,2,2,1,2
700.0,82.0,3,2,1,2
600.0,52.0,2,1,0,1
0.0,58.0,1,2,1,1
750.0,111.0,3,2,1,2
2200.0,168.0,3,4,3,3
667.0,67.0,2,1,0,1
0.0,75.0,3,2,1,2
1460.0,62.0,1,2,1,2
2450.0,193.0,3,4,3,0
750.0,89.0,3,2,1,1
1100.0,35.0,1,2,1,1
400.0,41.0,1,1,0,0
0.0,45.0,2,2,1,1
290.0,32.0,1,1,0,0
653.0,60.0,2,2,1,2
750.0,75.0,3,2,1,2
0.0,30.0,1,2,1,1
0.0,50.0,2,2,1,1
909.0,102.0,2,2,1,2
682.0,54.0,2,1,0,1
0.0,47.0,2,2,1,1
352.0,48.0,2,1,0,1
680.0,30.0,1,2,1,1
700.0,83.0,3,2,1,1
446.0,65.0,3,1,0,1
0.0,99.0,2,2,1,1
780.0,90.0,3,2,1,1
461.0,43.0,1,2,1,1
1100.0,180.0,3,4,3,4
390.0,60.0,2,1,0,1
950.0,134.0,3,3,1,2
500.0,50.0,2,1,0,1
340.0,35.0,1,2,1,1
895.0,68.0,2,2,1,2
388.0,58.0,2,2,1,1
0.0,44.0,2,1,0,1
1400.0,156.0,3,4,3,2
790.0,103.0,4,4,1,2
2300.0,157.0,3,4,3,3
230.0,48.0,1,1,0,0
850.0,95.0,3,2,1,2
1200.0,114.0,3,2,1,2
1293.0,162.0,3,4,3,2
2291.0,170.0,3,3,2,3
0.0,45.0,2,2,1,1
402.0,66.0,3,2,1,1
2500.0,165.0,3,3,1,2
800.0,56.0,2,2,1,1
1650.0,180.0,3,4,3,3
380.0,58.0,2,2,1,1
190.0,45.0,1,2,1,1
540.0,70.0,3,2,1,1
610.0,64.0,2,2,1,1
592.0,73.0,3,1,0,1
409.0,80.0,2,1,0,1
1161.0,130.0,3,2,1,2
182.0,38.0,2,2,1,1
200.0,50.0,2,1,0,1
790.0,71.0,2,1,0,1
500.0,85.0,2,2,1,1
1100.0,82.0,3,2,1,2
1300.0,110.0,3,3,1,2
600.0,35.0,1,2,1,1
700.0,40.0,1,1,0,1
312.0,40.0,1,1,0,0
520.0,38.0,1,1,0,0
580.0,68.0,3,1,0,1
700.0,35.0,1,1,0,1
380.0,75.0,2,2,1,1
450.0,48.0,2,2,1,1
610.0,65.0,2,2,0,1
0.0,250.0,3,2,1,0
0.0,47.0,2,2,1,1
567.0,72.0,3,2,1,1
0.0,70.0,2,2,1,1
380.0,54.0,2,1,0,1
0.0,75.0,3,2,1,2
560.0,60.0,3,2,1,1
960.0,90.0,3,2,1,1
550.0,62.0,2,2,1,1
598.0,95.0,3,2,1,2
900.0,90.0,3,2,1,2
0.0,45.0,2,1,0,1
1200.0,100.0,2,2,1,1
2500.0,191.0,3,4,3,3
593.0,71.0,2,2,1,1
1600.0,170.0,3,2,1,1
580.0,96.0,3,3,1,2
0.0,70.0,2,2,1,2
0.0,49.0,2,1,0,0
850.0,55.0,1,2,1,1
446.0,58.0,2,1,0,1
371.0,51.0,1,1,0,1
800.0,49.0,2,1,0,1
1200.0,143.0,2,3,2,2
652.0,62.0,2,2,1,1
540.0,69.0,3,2,1,1
1300.0,120.0,3,3,1,2
870.0,71.0,3,2,1,1
580.0,44.0,2,1,0,1
350.0,50.0,2,1,0,1
850.0,66.0,2,2,1,1
307.0,83.0,3,2,1,1
1350.0,172.0,3,5,3,3
0.0,40.0,2,2,1,1
1600.0,165.0,4,4,3,2
590.0,52.0,2,1,0,1
688.0,35.0,1,2,1,1
750.0,87.0,3,2,1,2
181.0,186.0,3,2,1,1
662.0,136.0,2,2,1,3
2700.0,242.0,4,5,4,4
300.0,47.0,2,2,1,1
1560.0,109.0,3,2,1,2
0.0,60.0,2,2,1,1
517.0,64.0,2,2,1,1
1300.0,60.0,2,2,1,2
390.0,56.0,2,2,1,1
2600.0,211.0,4,3,1,1
1935.0,140.0,4,2,1,2
1846.0,147.0,3,4,3,3
500.0,67.0,1,2,1,1
780.0,65.0,2,2,1,1
50.0,54.0,2,2,1,1
1700.0,140.0,3,2,1,2
0.0,70.0,1,2,1,1
1542.0,180.0,3,3,2,1
800.0,67.0,2,2,1,1
894.0,95.0,3,2,1,2
875.0,57.0,2,2,0,1
502.0,68.0,3,2,1,1
780.0,83.0,3,2,1,2
700.0,61.0,2,1,0,2
550.0,65.0,2,2,1,1
649.0,48.0,1,2,1,1
532.0,54.0,1,2,1,1
550.0,64.0,2,1,0,1
527.0,60.0,2,1,0,1
0.0,45.0,2,2,1,1
70.0,40.0,2,1,0,1
1100.0,120.0,3,2,1,2
875.0,200.0,3,2,1,1
473.0,52.0,2,2,1,1
495.0,61.0,3,2,1,1
1600.0,130.0,4,3,1,2
550.0,35.0,1,2,1,1
2000.0,266.0,4,5,4,4
1100.0,170.0,3,2,1,1
650.0,78.0,3,2,0,1
500.0,58.0,2,1,0,1
470.0,45.0,1,2,1,1
1450.0,180.0,4,4,2,2
580.0,46.0,2,2,0,1
550.0,90.0,2,2,1,1
750.0,67.0,3,2,0,1
245.0,60.0,1,1,0,1
680.0,65.0,2,2,1,1
201.0,35.0,1,2,1,1
780.0,90.0,2,2,1,1
0.0,52.0,2,2,1,1
280.0,39.0,1,1,0,0
555.0,70.0,3,2,1,1
700.0,85.0,3,2,1,1
0.0,60.0,2,2,1,1
440.0,69.0,2,2,1,2
100.0,74.0,2,2,1,1
1080.0,90.0,2,3,1,2
341.0,46.0,2,2,1,1
0.0,42.0,2,2,1,1
0.0,36.0,2,2,1,1
800.0,80.0,2,1,0,1
506.0,64.0,2,1,0,1
1400.0,104.0,3,2,1,2
670.0,56.0,2,1,0,1
660.0,79.0,3,2,1,1
120.0,50.0,2,1,0,0
460.0,50.0,2,1,0,1
700.0,40.0,1,2,1,1
699.0,45.0,1,1,0,1
700.0,65.0,2,1,0,2
1300.0,127.0,3,4,3,2
0.0,67.0,2,2,1,1
1700.0,110.0,3,2,1,2
610.0,70.0,3,1,0,1
590.0,142.0,2,1,0,1
589.0,65.0,1,2,1,2
3200.0,371.0,4,5,4,5
50.0,83.0,3,2,1,1
403.0,60.0,3,2,1,1
1780.0,161.0,3,3,1,2
700.0,70.0,2,2,1,2
1490.0,70.0,3,1,0,1
0.0,43.0,1,1,0,0
0.0,41.0,1,1,0,1
0.0,140.0,4,3,2,2
2400.0,360.0,4,5,4,3
725.0,74.0,2,2,0,1
500.0,79.0,2,2,1,1
520.0,50.0,2,2,1,1
270.0,44.0,2,1,0,1
789.0,100.0,3,2,1,2
400.0,73.0,2,2,1,1
665.0,66.0,2,2,1,1
793.0,90.0,3,2,1,3
450.0,65.0,2,2,1,1
639.0,72.0,3,2,1,1
1061.0,93.0,2,3,2,2
650.0,60.0,2,2,1,1
420.0,49.0,1,1,0,1
720.0,94.0,3,2,1,2
492.0,56.0,3,2,1,1
100.0,44.0,2,1,0,1
390.0,53.0,2,2,1,1
450.0,63.0,2,2,1,1
1831.0,124.0,1,2,1,2
832.0,69.0,3,1,0,1
2250.0,216.0,4,5,2,3
498.0,60.0,2,2,1,1
0.0,45.0,2,2,1,1
650.0,30.0,1,1,0,1
3000.0,250.0,4,6,4,4
1730.0,96.0,3,2,1,2
742.0,52.0,2,1,0,1
2202.0,190.0,4,3,2,1
859.0,137.0,3,2,1,1
400.0,50.0,2,2,1,1
330.0,60.0,2,1,0,1
0.0,98.0,3,3,2,1
1600.0,139.0,3,5,3,2
564.0,70.0,3,2,1,1
690.0,86.0,3,2,1,2
0.0,56.0,2,1,0,1
1260.0,98.0,2,2,1,1
2415.0,200.0,3,2,1,1
405.0,58.0,2,2,1,1
3200.0,250.0,3,5,3,5
907.0,90.0,2,1,0,1
525.0,60.0,2,3,2,1
493.0,100.0,2,2,1,1
950.0,94.0,3,2,1,2
1100.0,120.0,3,3,1,2
600.0,117.0,3,4,3,2
520.0,58.0,2,2,1,1
380.0,48.0,2,1,0,1
550.0,70.0,3,1,0,0
0.0,95.0,2,2,1,2
492.0,58.0,2,1,0,1
825.0,48.0,1,2,1,2
610.0,65.0,2,2,1,1
680.0,69.0,2,2,1,2
550.0,68.0,3,2,1,1
820.0,83.0,2,2,1,1
655.0,58.0,2,1,0,1
455.0,60.0,3,2,1,1
700.0,58.0,2,2,1,1
1600.0,170.0,3,4,3,3
4000.0,245.0,4,5,4,3
800.0,68.0,2,2,1,1
440.0,50.0,2,1,0,1
915.0,74.0,2,2,1,1
260.0,65.0,2,2,1,1
430.0,72.0,3,1,0,1
972.0,120.0,3,2,1,1
1000.0,60.0,2,2,1,2
1080.0,162.0,4,3,2,2
2500.0,62.0,1,2,1,2
0.0,65.0,2,2,1,1
670.0,90.0,3,2,1,2
1533.0,158.0,2,2,1,2
795.0,68.0,3,2,1,1
0.0,50.0,1,2,1,1
0.0,32.0,1,2,1,1
310.0,57.0,1,1,0,0
270.0,70.0,2,1,0,0
800.0,68.0,3,2,1,2
776.0,84.0,2,1,0,1
250.0,40.0,1,2,1,1
416.0,62.0,3,1,0,1
2300.0,131.0,2,3,2,2
0.0,50.0,2,2,1,1
426.0,45.0,2,2,1,1
537.0,70.0,2,2,1,1
850.0,73.0,2,2,1,1
600.0,144.0,2,1,0,1
780.0,110.0,3,2,1,2
130.0,56.0,2,2,1,1
420.0,60.0,2,1,0,1
1275.0,150.0,3,4,1,2
600.0,70.0,3,2,1,1
1012.0,96.0,3,2,1,2
710.0,45.0,1,2,1,1
53.0,70.0,2,2,1,1
3920.0,210.0,4,4,3,3
720.0,93.0,2,2,1,1
746.0,62.0,2,2,1,2
1150.0,85.0,2,2,1,1
1100.0,142.0,4,3,2,2
390.0,51.0,2,1,0,1
2750.0,100.0,2,2,1,1
1530.0,143.0,3,4,3,3
594.0,69.0,3,2,1,1
590.0,80.0,2,2,1,1
550.0,40.0,1,2,1,1
550.0,68.0,2,2,1,1
0.0,69.0,2,2,1,1
602.0,60.0,2,1,0,1
0.0,65.0,2,1,0,0
2100.0,180.0,2,3,2,3
320.0,50.0,2,2,1,1
420.0,66.0,2,2,1,1
5705.0,469.0,4,5,4,4
2500.0,203.0,3,4,3,3
2940.0,194.0,4,2,1,3
0.0,60.0,1,2,1,1
2102.0,190.0,3,2,1,2
430.0,47.0,2,2,1,1
512.0,60.0,3,2,1,1
562.0,67.0,2,2,1,1
105.0,56.0,2,2,1,1
2626.0,172.0,2,4,2,2
0.0,56.0,2,2,1,1
1079.0,115.0,4,5,2,4
455.0,70.0,2,2,1,1
380.0,42.0,1,1,0,1
250.0,54.0,2,2,1,1
550.0,53.0,2,1,0,1
0.0,48.0,2,2,1,1
942.0,109.0,2,1,0,1
621.0,70.0,3,2,1,1
0.0,270.0,4,6,4,4
521.0,58.0,2,2,1,1
950.0,64.0,2,2,1,1
356.0,38.0,1,1,0,1
1650.0,213.0,3,4,3,3
0.0,60.0,2,2,1,1
650.0,35.0,1,2,1,1
350.0,47.0,2,1,0,1
